26.1325, -1.535
24.3845, -0.565957
22.5262, 0.168875
20.5906, 0.665901
18.61, 0.936066
16.6117, 0.993894
14.6153, 0.884107
12.6367, 0.59738
10.6925, 0.132382
8.80077, -0.514277
6.9832, -1.34687
5.25269, -2.34766
3.61984, -3.50134
3.78385, -4.91449
5.08543, -6.43301
6.38702, -7.95152
7.6886, -9.47003
8.99018, -10.9885
10.1284, -9.37576
11.7044, -8.15727
13.5425, -7.37796
15.5047, -7.01596
17.4991, -7.10799
19.4362, -7.58439
21.1985, -8.5159
22.6621, -9.86996
23.7912, -11.515
24.6153, -13.3342
25.1963, -15.2462
25.5938, -17.2056
25.8313, -19.191
25.9621, -21.1863
25.8948, -22.8468
24.631, -21.3001
23.096, -20.024
21.32, -19.1139
19.449, -18.415
17.4821, -18.067
15.4842, -18.0065
13.4897, -18.1432
11.5193, -18.4802
9.60364, -19.0503
7.78016, -19.8677
6.09066, -20.9345
4.98953, -22.5929
4.17591, -24.4179
3.60195, -26.3324
3.23947, -28.2985
3.04931, -30.2888
3.00416, -32.2878
3.11716, -34.2838
3.43073, -36.2578
3.97627, -38.1804
4.78493, -40.0074
5.85997, -41.6913
7.16874, -43.2019
8.55023, -44.6452
10.1331, -45.8641
11.8923, -46.8106
13.7778, -47.4712
15.7385, -47.8566
17.7324, -47.9952
19.7285, -47.9013
21.6942, -47.5433
23.5896, -46.9116
25.377, -46.0187
27.0299, -44.8955
28.5372, -43.5828
29.8979, -42.1182
31.2285, -40.6263
32.3886, -38.9987
33.3677, -37.2561
34.169, -35.4246
34.8005, -33.5275
35.2803, -31.5863
35.626, -29.6167
35.8492, -27.6294
35.9675, -25.6332
35.9954, -23.6337
35.939, -21.6347
35.7827, -19.6409
35.5234, -17.6582
35.1498, -15.6939
34.6504, -13.7579
34.0148, -11.8623
33.2345, -10.0216
32.3043, -8.25207
31.223, -6.57054
29.9943, -4.99338
28.6323, -3.53016
27.116, -2.22828
