27.095, -46.185
28.7706, -45.0954
30.2999, -43.8085
31.684, -42.3661
32.9138, -40.7905
33.9477, -39.0799
34.7998, -37.2716
35.4847, -35.3932
36.0145, -33.4651
36.4133, -31.5056
36.6979, -29.5262
36.8819, -27.5349
36.9761, -25.5373
36.9951, -23.5376
36.9439, -21.5384
36.8112, -19.5429
36.5895, -17.5555
36.2706, -15.5814
35.8433, -13.628
35.296, -11.7048
34.618, -9.82387
33.7998, -7.99953
32.8265, -6.25308
31.6742, -4.62258
30.289, -3.18139
28.7584, -1.89588
27.0818, -0.808007
25.2733, 0.042429
23.3624, 0.627598
21.3882, 0.939084
19.39, 0.988455
17.3977, 0.827102
15.4348, 0.450226
13.5338, -0.167092
11.7283, -1.02347
10.0484, -2.10551
8.51447, -3.38679
7.14019, -4.83841
6.17796, -6.58515
5.3975, -8.42592
4.75089, -10.318
4.22635, -12.2476
3.81168, -14.204
3.49502, -16.1786
3.26525, -18.1652
3.11223, -20.1592
3.02691, -22.1572
3.00132, -24.157
3.03524, -26.1566
3.13405, -28.154
3.30542, -30.1465
3.5615, -32.1297
3.91645, -34.0976
4.38651, -36.0411
4.99276, -37.9464
5.76205, -39.7917
6.71404, -41.5491
7.98156, -43.0885
9.45738, -44.4364
11.0838, -45.5975
12.8453, -46.5413
14.7149, -47.2478
16.6589, -47.7119
18.6431, -47.9523
20.6419, -47.9861
22.6291, -47.7743
24.5682, -47.2917
26.419, -46.5382
