269.323, -193.805
262.813, -156.373
258.156, -118.665
254.889, -80.8067
252.594, -42.8761
250.299, -4.94545
216.954, 0
178.954, 0
140.954, 0
130.618, -25.9952
133.93, -63.8506
138.673, -101.55
144.654, -139.071
152.402, -176.27
162.408, -212.92
174.511, -248.924
189.079, -284.011
205.811, -318.124
224.574, -351.158
244.708, -383.379
266.337, -414.62
232.903, -417
194.903, -417
156.903, -417
118.903, -417
80.9032, -417
42.9031, -417
36, -448.097
36, -486.097
42.0967, -518
80.0971, -518
118.097, -518
156.097, -518
194.097, -518
232.097, -518
270.097, -518
308.097, -518
346.097, -518
384.097, -518
396, -491.903
396, -453.903
378.385, -422.11
355.617, -391.692
334.386, -360.187
315.18, -327.407
298.657, -293.21
285.7, -257.503
275.475, -220.913
