351, -517
351, -479
351, -441
351, -403
351, -365
351, -327
351, -289
351, -251
353, -215
391, -215
410, -196
410, -158
406, -124
368, -124
351, -103
351, -65
351, -27
340, 0
302, 0
264, 0
239, -13
239, -51
239, -89
236, -124
198, -124
160, -124
122, -124
84, -124
46, -124
15, -131
15, -169
15.5173, -206.856
35.1758, -239.376
54.8341, -271.896
74.4924, -304.416
94.1508, -336.936
113.809, -369.456
133.468, -401.976
153.126, -434.496
172.784, -467.016
192.443, -499.535
220.593, -517
258.593, -517
296.593, -517
334.593, -517
