278.96, -324.28
314.096, -310.035
344.901, -287.958
369.082, -258.862
384.033, -224.09
390.363, -186.682
389.941, -148.726
382.769, -111.48
367.506, -76.7748
344.265, -46.8294
314.917, -22.806
281.466, -4.9072
245.082, 5.84998
207.324, 9.7051
169.396, 8.2487
131.968, 1.93026
95.9172, -9.9139
62.18, -27.2833
31.5199, -49.6452
29.402, -78.0472
51.4118, -109.024
73.8267, -136.361
103.526, -112.735
137.039, -95.0447
173.899, -86.4559
211.664, -89.1116
245.393, -105.775
266.408, -136.8
270.537, -174.305
260.274, -210.45
233.221, -236.379
196.982, -246.463
159.324, -243.29
124.82, -227.692
92.7659, -232.702
61.0562, -253.642
60.8961, -290.484
62.9238, -328.432
64.9514, -366.377
66.9791, -404.324
69.0067, -442.269
71.0343, -480.214
74.1619, -517
112.161, -517
150.163, -517
188.162, -517
226.162, -517
264.163, -517
302.163, -517
340.162, -517
367, -505.838
367, -467.838
367, -429.838
342.838, -416
304.837, -416
266.838, -416
228.837, -416
190.838, -416
174.79, -391.939
171.315, -354.098
169.601, -318.705
205.886, -329.496
243.786, -330.159
