287.25, 0
250.079, 7.70937
212.169, 9.97886
174.292, 7.30701
137.349, -1.32977
102.662, -16.6535
72.3134, -39.33
49.1301, -69.2371
36.4598, -104.871
34.6494, -142.705
43.3362, -179.516
62.6737, -212.029
89.8625, -238.413
121, -259.625
94.5035, -285.754
71.6116, -315.959
57.2151, -350.96
53.1623, -388.595
58.58, -426.09
74.0896, -460.601
99.3527, -488.743
131.196, -509.217
167.039, -521.579
204.652, -526.573
242.596, -525.61
279.686, -517.724
313.785, -501.213
342.493, -476.488
363.057, -444.708
373.228, -408.247
374.036, -370.385
364.055, -333.93
343.444, -302.189
315.216, -276.876
328.236, -255.014
357.362, -230.707
379.992, -200.346
393.551, -165.019
396.87, -127.259
389.912, -90.0412
371.912, -56.7932
345.41, -29.7394
313.085, -9.95656
