291, -7.5
255.423, 5.58076
217.738, 9.88483
179.96, 6.64001
143.913, -5.04343
111.913, -25.3526
85.6687, -52.7156
65.1509, -84.6165
50.3216, -119.558
40.0434, -156.112
33.9388, -193.604
30.8585, -231.463
30.2788, -269.446
32.0607, -307.389
36.6674, -345.084
44.4519, -382.253
56.8887, -418.128
74.6968, -451.65
98.758, -480.957
128.505, -504.436
163.206, -519.647
200.518, -526.327
238.424, -525.431
275.294, -516.659
308.797, -498.992
337.099, -473.797
359.519, -443.21
376.154, -409.112
387.609, -372.923
394.859, -335.64
398.709, -297.855
399.748, -259.881
398.814, -221.904
394.815, -184.126
387.657, -146.828
376.186, -110.629
359.701, -76.4424
337.734, -45.4906
310.146, -19.474
